Parameter,Date,Value,Ticker,Company,Type,Finacial Type,Created Date
Shares Outstanding,2009-12-31,638.83200,GOOGL,alphabet,financial-ration,Q,05-29-20
Shares Outstanding,2008-12-31,635.02800,GOOGL,alphabet,financial-ration,Q,05-29-20
Shares Outstanding,2007-12-31,632.42000,GOOGL,alphabet,financial-ration,Q,05-29-20
Shares Outstanding,2006-12-31,619.09600,GOOGL,alphabet,financial-ration,Q,05-29-20
Shares Outstanding,2005-12-31,583.74800,GOOGL,alphabet,financial-ration,Q,05-29-20
Basic EPS,2019-12-31,49.59000,GOOGL,alphabet,financial-ration,Q,05-29-20
Basic EPS,2018-12-31,44.22000,GOOGL,alphabet,financial-ration,Q,05-29-20
Basic EPS,2017-12-31,18.27000,GOOGL,alphabet,financial-ration,Q,05-29-20
Basic EPS,2016-12-31,28.32000,GOOGL,alphabet,financial-ration,Q,05-29-20
Basic EPS,2015-12-31,23.11000,GOOGL,alphabet,financial-ration,Q,05-29-20
Basic EPS,2014-12-31,20.91000,GOOGL,alphabet,financial-ration,Q,05-29-20
Basic EPS,2013-12-31,19.13000,GOOGL,alphabet,financial-ration,Q,05-29-20
Basic EPS,2012-12-31,16.41000,GOOGL,alphabet,financial-ration,Q,05-29-20
Basic EPS,2011-12-31,15.08500,GOOGL,alphabet,financial-ration,Q,05-29-20
Basic EPS,2010-12-31,13.34500,GOOGL,alphabet,financial-ration,Q,05-29-20
Basic EPS,2009-12-31,10.31000,GOOGL,alphabet,financial-ration,Q,05-29-20
Basic EPS,2008-12-31,6.73000,GOOGL,alphabet,financial-ration,Q,05-29-20
Basic EPS,2007-12-31,6.76500,GOOGL,alphabet,financial-ration,Q,05-29-20
Basic EPS,2006-12-31,5.10500,GOOGL,alphabet,financial-ration,Q,05-29-20
Basic EPS,2005-12-31,2.65500,GOOGL,alphabet,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2019-12-31,49.16000,GOOGL,alphabet,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2018-12-31,43.70000,GOOGL,alphabet,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2017-12-31,18.00000,GOOGL,alphabet,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2016-12-31,27.85000,GOOGL,alphabet,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2015-12-31,22.84000,GOOGL,alphabet,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2014-12-31,20.57000,GOOGL,alphabet,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2013-12-31,18.79000,GOOGL,alphabet,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2012-12-31,16.16000,GOOGL,alphabet,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2011-12-31,14.88000,GOOGL,alphabet,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2010-12-31,13.15500,GOOGL,alphabet,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2009-12-31,10.20500,GOOGL,alphabet,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2008-12-31,6.65500,GOOGL,alphabet,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2007-12-31,6.64500,GOOGL,alphabet,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2006-12-31,4.97000,GOOGL,alphabet,financial-ration,Q,05-29-20
EPS - Earnings Per Share,2005-12-31,2.51000,GOOGL,alphabet,financial-ration,Q,05-29-20
